,document_id,extract_number,extract_text
302,CREC-1995-05-05-pt1-PgD556-3,1,"to amend rule 30 of the Federal Rules of Civil Procedure to restore to stenographic preference for depositions; S. 464, to make the reporting deadlines for studies conducted in Federal court demonstration districts consistent with the deadlines for pilot districts; and S. 532, to clarify the rules governing venue, 10 a.m., 2226 Rayburn. Committee on Resources, May 9, hearing on H.R. 70, to permit export of certain domestically produced crude oil, 11 a.m., 1334 Longworth. May 9, Subcommittee on Energy and Mineral Resources, oversight hearing on Sodium mineral leasing issues: what is ‘‘Fair market value’’ royalty on trona, and what are the implications on the export market for soda ash? 2 p.m., 1324 Longworth. May 9, Subcommittee on National Parks, Forests and Lands, oversight hearing on Federal Land Exchange Policies and Regulations, 10 a.m., 1324 Longworth. May 10, full Committee, hearing on the Endangered Species Act, 2 p.m., 1324 Longworth. May 10, Subcommittee on Native American Affairs, hearing on H.R. 1448, to amend the Indian Child Welfare Act of 1978 to require that determinations regarding status as an Indian child and as a member of an Indian tribe be prospective from the date of birth of the child and of total membership of the member, 2 p.m., 1324 Longworth. May 11, Subcommittee on National Parks, Forests and Lands, oversight hearing on Recreation Fees on Federal Lands, 10 a.m., 1324 Longworth. May 11, Subcommittee on Water and Power Resources, to mark up H.R. 1122, Alaska Power Administration Sale Act; followed by a hearing on the following bills: H.R. 930, to amend the Colorado River Basin Salinity Control Act to authorize additional measures to carry out the control of salinity upstream of Imperial Dam in a cost-effective manner; H.R. 1070, to designate the reservoir created by Trinity Dam in Central Valley project, CA, as ‘‘Trinity Lake’’; and legislation to reauthorize the Water Resources Institute, 10 a.m., 1310 Longworth. Committee on Rules, May 9, to consider H.R. 961, Clean Water Amendments of 1995, 1:30 p.m., held H–313 Capitol. Committee on Standards of Official Conduct, May 9 and 11, executive, to consider pending business, 4 p.m., HT–2M Capitol. Committee on Transportation and Infrastructure, May 11, Subcommittee on Aviation, hearing on the Denver International Airport: What Went Wrong? 9 a.m., 2167 Rayburn."
303,CREC-1996-07-23-pt1-PgD794-2,1,"House Committee on Agriculture, Subcommittee on Risk Management and Specialty Crops and the Subcommittee on General Farm Commodities, joint hearing to review cash market forward contracts between producers and merchants, commonly known as hedge-to-arrive contracts, 9:30 a.m., 1300 Longworth. Committee on Banking and Financial Services, Subcommittee on Capital Markets, Securities and Government Sponsored Enterprises, oversight hearing on Fannie Mae and Freddie Mac, 10 a.m., 2128 Rayburn. Committee on Commerce, to mark up the following bills: H.R. 3553, Federal Trade Commission Reauthorization Act of 1996; H.R. 447, to establish a toll free number in the Department of Commerce to assist consumers in determining if products are American-made; H.R. 2579, United States National Tourism Organization Act of 1996; H.R. 2976, Patient Right to Know Act of 1996; a measure to waive temporarily the Medicaid enrollment composition rule for certain health maintenance organizations; H.R. 3056, to permit county-operated health insuring organization to qualify as an organization exempt from certain requirements otherwise applicable to health insuring organizations under the Medicaid program notwithstanding that the organization enrolls Medicaid beneficiaries residing in another county; the Developmental Disabilities Assistance and Bill of Rights Act of 1996; and a measure to extend certain programs under the Energy Policy and Conservation Act through September 30, 1996, 10 a.m., 2123 Rayburn. Committee on Economic and Educational Opportunities, to mark up H.R. 123, Language of Government Act of 1995, 10:30 a.m., 2175 Rayburn. Committee on International Relations, to mark up the following: H.R. 3846, to amend the Foreign Assistant Act of 1961 to authorize the provision of assistance for microenterprises; a measure to provide severance payments to employees of the Agency for International Development who voluntarily resign; and H.R. 3735, to amend the Foreign Assistance Act of 1961 to reauthorize the Development Fund for Africa under chapter 10 of part I of that Act, 10 a.m., 2172 Rayburn. Committee on the Judiciary, Subcommittee on Commercial and Administrative Law, oversight hearing on the U.S. Trustee Program, 10 a.m., 2226 Rayburn. Subcommittee on the Constitution, oversight hearing on the U.S. Commission on Civil Rights, 10 a.m., 2237 Rayburn. Subcommittee on Crime, hearing on the Administration’s efforts against the influence of organized crime in the Laborer’s International Union of North America, 9:30 a.m., 2141 Rayburn. Committee on Resources, to hold an oversight hearing on implementation of the Endangered Species Act with regard to Section 10(a) permits (Habit Conservation Plan) and other incentives, 2 p.m., 1324 Longworth. Subcommittee on Native American and Insular Affairs, oversight hearing on territorial technical matters, and to discuss H.R. 3721, Omnibus Territories Act, 2 p.m., 1334 Longworth. Committee on Rules, to Consider H.R. 2391, Working Families Flexibility Act of 1996, 2:30 p.m., H–313 Capitol. Subcommittee on Rules and Organization of the House and the Subcommittee on Legislative and Budget Process, joint hearing on Building on Change: Preparing for the 105th Congress, 9:30 a.m., H–313 Capitol. Committee on Science, to continue hearings on the Effects of a Six-Year Balanced Budget on Civilian Research and Development, Part II, 10 a.m., 2318 Rayburn. Subcommittee on Space and Aeronautics, hearing on Space Commercialization Promotion Act of 1996, 2 p.m., 2325 Rayburn. Committee on Small Business, Subcommittee on Government Programs, hearing on the FDA’s compliance with the Paperwork Reduction Act of 1995, 10 a.m., 2359 Rayburn."
304,CREC-2005-09-15-pt1-PgD927-2,1,"Incentives in the Endangered Species Act.’’ Testimony was heard from Representative Pombo; Mike Wells, Chief of Water Resources, Department of Natural Resources, State of Missouri; and public witnesses."
305,CREC-2005-09-15-pt1-PgD927-2,2,"hold hearings to examine the Endangered Species Act and the role of States, Tribes and local governments, 9:30 a.m., SD–406. September 22, Full Committee, to hold hearings to examine the nominations of George M. Gray, of Massachusetts, to be an Assistant Administrator, and Lyons Gray, of North Carolina, to be Chief Financial Officer, both of the Environmental Protection Agency, Edward McGaffigan, Jr., of Virginia, to be a Member of the Nuclear Regulatory Commission, H. Dale Hall, of New Mexico, to be Director of the United States Fish and Wildlife Service, Department of the Interior, and Santanu K. Baruah, of Oregon, to be Assistant Secretary of Commerce for Economic Development, 2:30 p.m., SD–406. Committee on Foreign Relations: September 19, to hold hearings to examine the nominations of C. Boyden Gray, of the District of Columbia, to be Representative of the United States of America to the European Union, with the rank and status of Ambassador, Francis Rooney, of Florida, to be Ambassador to the Holy See, and Alfred Hoffman, of Florida, to be Ambassador to the Republic of Portugal, 2:30 p.m., SD–419. September 20, Subcommittee on Western Hemisphere, Peace Corps and Narcotics Affairs, to hold hearings to examine China’s role in Latin America, 2:30 p.m., SD–419. Committee on Health, Education, Labor, and Pensions: September 22, Subcommittee on Education and Early Childhood Development, to hold hearings to examine Hurricane Katrina’s displaced school children, 10 a.m.,"
306,CREC-2016-09-21-pt1-PgD955-2,1,"Frm 00002 Fmt 0627 cluded an oversight hearing to examine the proposed revisions to the Fish and Wildlife Service mitigation policy, after receiving testimony from Michael J. Bean, Principal Deputy Assistant Secretary for Fish and Wildlife and Parks, Department of the Interior; Jamison E. Colburn, Penn State University, University Park, Pennsylvania; Joshua Kindred, Alaska Oil and Gas Association, Anchorage; and Ryan Yates, National Endangered Species Act Reform Coalition, Washington, D.C."
307,CREC-2016-07-13-pt1-PgD805,1,"bravery of law enforcement, emergency response, and counterterrorism officials in responding to the attack. Pages H4874–75 Establishing the John F. Kennedy Centennial Commission: The House agreed to discharge from committee and pass H.R. 5722, to establish the John F. Kennedy Centennial Commission. Pages H4875–76 Motion to Fix Next Convening Time: Agreed by voice vote to the Chaffetz motion that when the House adjourns today, it adjourn to meet at 9 a.m. tomorrow, July 14. Page H4876 Department of the Interior, Environment, and Related Agencies Appropriations Act, 2017: The House considered H.R. 5538, making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2017. Consideration began yesterday, July 12th. Pages H4838–42, H4868–74, H4876–82, H4882–H4921 Agreed to: Boustany amendment (No. 45 printed in H. Rept. 114–683) that was debated on July 12th that ensures that no money is permitted for the implementation of the Well Control Rule (by a recorded vote of 234 ayes to 195 noes, Roll No. 444); Pages H4868–69 Byrne amendment (No. 50 printed in H. Rept. 114–683) that was debated on July 12th that prohibits funding from being used to implement, administer, or enforce the Obama administration’s National Ocean Policy (by a recorded vote of 237 ayes to 189 noes, Roll No. 445); Page H4869 Goodlatte amendment (No. 57 printed in H. Rept. 114–683) that was debated on July 12th that prohibits the Environmental Protection Agency from using any funds to take retaliatory, or EPA described backstop actions, against any of the six states in the Chesapeake Bay Watershed in the event that a state does not meet the goals mandated by the EPA’s Chesapeake Bay Total Maximum Daily Load (by a recorded vote of 231 ayes to 197 noes, Roll No. 446); Pages H4869–70 Lamborn amendment (No. 67 printed in H. Rept. 114–683) that was debated on July 12th that prohibits the use of funds to implement or enforce the threatened species or endangered species listing of any plant or wildlife that has not undergone a periodic 5 year review as required by section (4)(c)(2) of the Endangered Species Act of 1973 (by a recorded vote of 238 ayes to 190 noes, Roll No. 449); Pages H4871–72 srobinson on DSK5SPTVN1PROD with DIGEST Lamborn amendment (No. 68 printed in H. Rept. 114–683) that was debated on July 12th that prohibits the use of funds to implement or enforce the threatened species listing of the Preble’s meadow VerDate Sep 11 2014 09:07 Jul 14, 2016 Jkt 059060"
308,CREC-2016-07-13-pt1-PgD805,2,"jumping mouse (by a recorded vote of 228 ayes to 199 noes, Roll No. 450); Pages H4872–73 Newhouse amendment (No. 73 printed in H. Rept. 114–683) that was debated on July 12th that prohibits the use of funds by the U.S. Fish & Wildlife Service and the Department of Interior to treat any Gray Wolf in the 48 contiguous states as an endangered or threatened species under the Endangered Species Act after June 13, 2017 (by a recorded vote of 223 ayes to 201 noes, Roll No. 452); Pages H4873–74 Lummis amendment (No. 77 printed in H. Rept. 114–683) that removes federal protections for the New Mexico Meadow Jumping Mouse under the Endangered Species Act (ESA); Pages H4877–78 Perry amendment (No. 81 printed in H. Rept. 114–683) that ensures none of the funds made available by this Act shall be used to give formal notification under, or prepare, propose, implement, administer, or enforce any rule or recommendation pursuant to, section 115 of the Clean Air Act; Pages H4882–83 Pompeo amendment (No. 82 printed in H. Rept. 114–683) that prohibits funds from being used to finalize, implement, administer or enforce EPA’s proposed rule on Accidental Release Prevention Requirements: Rink Management Program Under the Clean Air Act; Pages H4883–84 Calvert en bloc amendment No. 1 consisting of the following amendments printed in H. Rept. 114–683: Price (GA) (No. 83) that ensures none of the funds in the underlying bill will be made available to carry out any new major rule as described in subparagraph (A) of section 804(2) of title 5, United States Code; Smith (MO) (No. 86) that blocks funding from going towards environmental education grants under section 6 of the national environmental education act; Yoho (No. 107) that appropriates funds to conduct a study with existing funds on how Coastal Barrier Resource Area zones affect the value of private property; Duncan (TN) (No. 118) that provides that none of the funds made available by this Act may be used to destroy any buildings or structures on Midway Island; Westerman (No. 127) that prevents funds from being used to destroy records regarding, related to, or generated by the recently closed Inorganic Section of the USGS Energy Geochemistry Lab in Lakewood, CO, which has a 20-year track record of data manipulation; and Rohrabacher (No. 129) that prevents funds in the underlying bill from being used to take steps to significantly change operations at the Arecibo Observatory in Arecibo, Puerto Rico; Page H4884 Westerman amendment (No. 87 printed in H. Rept. 114–683) that prevents funds from being used"
309,CREC-2016-07-13-pt1-PgD805,3,"the Urban Wildlife Refuge Partnership; and Jackson Lee (No. 126) that prohibits funds to be used to limit outreach programs administered by the Smithsonian Institution; Pages H4892–95 Gosar amendment (No. 78 printed in H. Rept. 114–683) that removes federal protections for the Mexican Wolf under the Endangered Species Act (ESA) and would prevent the expansion of the species habitat outside of its historic range (by a recorded vote of 219 ayes to 203 noes, Roll No. 454); Pages H4878–79, H4900–01 Ratcliffe amendment (No. 84 printed in H. Rept. 114–683) that prohibits funds from being used to finalize, implement, administer, or enforce the proposed rule entitled Clean Energy Incentive Program Design Details (by a recorded vote of 231 ayes to 197 noes, Roll No. 457); Pages H4884–85, H4902–03 Smith (MO) amendment (No. 88 printed in H. Rept. 114–683) that restricts federal agencies from using funds to pay legal fees under any lawsuit settlement regarding a case that arises under the Clean Air Act, the Clean Water Act, and the Endangered Species Act (by a recorded vote of 226 ayes to 202 noes, Roll No. 459); Pages H4886–87, H4903–04 Young (AK) amendment (No. 90 printed in H. Rept. 114–683) that prohibits funds to be used to implement a final plan to designate areas of the Arctic National Wildlife Refuge in Alaska as wilderness (by a recorded vote of 237 ayes to 191 noes, Roll No. 460); Pages H4888–89, H4904–05 Young (AK) amendment (No. 92 printed in H. Rept. 114–683) that prohibits funds to be used to remove 3 Arctic Sales from the 2017 2022 Outer Continental Shelf Oil and Gas Leasing Proposed Program (by a recorded vote of 242 ayes to 185 noes, Roll No. 461); Pages H4890–91, H4905 Zeldin amendment (No. 94 printed in H. Rept. 114–683) that prohibits funds from being used to designate a National Marine Monument in the EEZ via presidential proclamation (by a recorded vote of 225 ayes to 202 noes, Roll No. 462); Pages H4895–96, H4905–06 Higgins amendment (No. 101 printed in H. Rept. 114–683) that prohibits the use of funds by a State in contravention of the Great Lakes Compact, an interstate compact ratified by Congress detailing how the States will work together to manage and protect the Great Lakes-St. Lawrence River Basin; Pages H4911–12 Speier amendment (No. 105 printed in H. Rept. 114–683) that prohibits any funds from being made available to implement the proposed rule for dog management in the Golden Gate National Recreational Area; Page H4914 Chaffetz amendment (No. 111 printed in H. Rept. 114–683) that increases BIA funding for dirt"
310,CREC-2016-07-13-pt1-PgD805,4,"Agency by 17 percent (by a recorded vote of 188 ayes to 239 noes, Roll No. 456); Pages H4881–82, H4901–02 Smith (MO) amendment (No. 85 printed in H. Rept. 114–683) that sought to block the use of funds to carry out the third sentence of section 107(f)(1) (CERCLA) (by a recorded vote of 170 ayes to 257 noes, Roll No. 458); Pages H4885–4903 Beyer amendment (No. 95 printed in H. Rept. 114–683) that sought to prevent funds from being used to block science-based protections for imperiled wildlife that has or may need Endangered Species Act protections (by a recorded vote of 193 ayes to 235 noes, Roll No. 463); Pages H4896–97, H4906–07 Beyer amendment (No. 96 printed in H. Rept. 114–683) that sought to require that no funds made available by this Act be used in contravention of Executive Order 13653 or Executive Order 13693 (by a recorded vote of 194 ayes to 234 noes, Roll No. 464); and Pages H4897–98, H4907 Beyer amendment (No. 97 printed in H. Rept. 114–683) that sought to require that no funds made available by this Act be used authorize, permit, or conduct geological or geophysical activities in support of oil, gas, or methane hydrate exploration and development in the Atlantic (by a recorded vote of 192 ayes to 236 noes, Roll No. 465). Pages H4898–99, H4907–08 Withdrawn: Polis amendment (No. 130 printed in H. Rept. 114–683) that was offered and subsequently withdrawn that would have prevented funds from being used for Surgical Sterilization of Wild Horses. Pages H4920–21 Proceedings Postponed: Beyer amendment (No. 98 printed in H. Rept. 114–683) that seeks to state none of the funds made available by this Act may be used to implement or enforce section 120, 425, 426, or 427; Pages H4908–09 Capps amendment (No. 99 printed in H. Rept. 114–683) that seeks to prohibit funds to be used to process any application for a permit to drill or a permit to modify that would authorize use of hydraulic fracturing or acid well stimulation treatment in the Pacific Outer Continental Shelf; Pages H4909–10 Grijalva amendment (No. 100 printed in H. Rept. 114–683) that seeks to prevent funds in the bill from being used to abolish law enforcement offices at the Bureau of Land Management and the U.S. Forest Service; Pages H4910–11 Lowenthal amendment (No. 102 printed in H. srobinson on DSK5SPTVN1PROD with DIGEST Rept. 114–683) that seeks to prevent funds from being used in contravention to a 2009 Interior Department Secretarial Order on climate change; Pages H4912–13 VerDate Sep 11 2014 09:07 Jul 14, 2016 Jkt 059060"
311,CREC-2018-07-16-pt1-PgD817,1,"Committee on Commerce, Science, and Transportation: July 18, to hold hearings to examine sharks, 10 a.m., SR–253. Committee on Energy and Natural Resources: July 17, to hold hearings to examine the Department of the Interior’s final list of critical minerals for 2018 and opportunities to strengthen the United States’ mineral security, 10 a.m., SD–366. July 19, Full Committee, to hold an oversight hearing to examine Administration reorganization and modernization proposals related to the Department of Energy and the Department of the Interior, 10 a.m., SD–366. Committee on Environment and Public Works: July 17, to hold hearings to examine an original bill entitled, ‘‘Endangered Species Act Amendments of 2018’’, 9:45 a.m.,"
312,CREC-2002-10-15-pt2-PgD1087-2,1,"high quality development in Clark County, Nevada, amended (H. Rept. 107–750); H.R. 4840, to amend the Endangered Species Act of 1973 to ensure the use of sound science in the implementation of that Act, amended (H. Rept. 107–751); H.R. 2386, to establish terms and conditions for use of certain Federal lands by outfitters and to facilitate public opportunities for the recreational use and enjoyment of such lands (H. Rept. 107–752, Pt. 1); H.R. 4967, to establish new nonimmigrant classes for border commuter students (H. Rept. 107–753); H.R. 2155, to amend title 18, United States Code, to make it illegal to operate a motor vehicle with a drug or alcohol in the body of the driver at a land border port of entry, amended (H. Rept. 107–754); H. Res. 585, providing for consideration of H.J. Res. 123, making further continuing appropriations for the fiscal year 2003 (H. Rept. 107–755); and H. Res. 586, waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules (H. Rept. 107–756); H. Res. 587, waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules. Pages H7928–29 Speaker Pro Tempore: Read a letter from the Speaker wherein he appointed Representative Pence to act as Speaker pro tempore for today. Page H7899 Private Calendar: Agreed to dispense with the call of the Private Calendar. Page H7899 Recess: The House recessed at 12:33 p.m. and reconvened at 2 p.m. Page H7899"
313,CREC-1995-05-17-pt1-PgD624,1,"Committee on Commerce, Subcommittee on Commerce, Trade, and Hazardous Materials, to mark up Interstate Transportation of Waste and Flow Control, 10 a.m., 2123 Rayburn. Subcommittee on Oversight and Investigations, to continue hearings on the Implementation and Enforcement of the Clean Air Act Amendments of 1990, 10 a.m., 2322 Rayburn. Committee on Government Reform and Oversight, Subcommittee on Human Resources and Intergovernmental Relations, oversight hearing on the Corporation for National and Community Service, 9:30 a.m., 2247 Rayburn. Subcommittee on National Economic Growth, Natural Resources, and Regulatory Affairs, to mark up H.R. 994, Regulatory Sunset and Review Act of 1995, 11 a.m., 2154 Rayburn. Committee on International Relations, Subcommittee on Western Hemisphere Affairs, hearing on the Administration’s Reversal of U.S. Immigration Policy Towards Cuba, 10 a.m., 2172 Rayburn. Committee on the Judiciary, to mark up H.R. 1528, Antitrust Consent Decree Reform Act of 1995, 9:30 a.m., 2141 Rayburn. Committee on National Security, Subcommittee on Military Personnel, to mark up H.R. 1530, National Defense Authorization for fiscal year 1996, 1 p.m., 2212 Rayburn. Subcommittee on Military Readiness, to mark up H.R. 1530, National Defense Authorization for fiscal year 1996, 10 a.m., 2212 Rayburn. Committee on Resources, Subcommittee on National Parks, Forest and Lands, hearing on the following bills: H.R. 629, The Fall River Visitor Center Act of 1995; H.R. 238, Ozark Wild Horse Protection Act; and prohibit the removal of such horses; H.R. 826, to extend the deadline for the completion of certain land exchanges involving the Big Thicket National Preserve in Texas; and H.R. 1508, to require the transfer of title to the District of Columbia certain real property in Anacostia Park to facilitate the construction of National Children’s Island, a cultural, educational and family-oriented park, 10 a.m., 1324 Longworth. Task Force on Endangered Species Act, to continue oversight hearings on the Endangered Species Act, 2 p.m., 1334 Longworth. Subcommittee on Water and Power Resources, oversight hearing on the transfer of the Federal Power Marketing Administration, 10 a.m., 1334 Longworth. Committee on Small Business, Subcommittee on Tax and Finance, hearing on flat tax, 10 a.m., 2359 Rayburn. Committee on Ways and Means, Subcommittee on Trade, to mark up Extension of the GSP Program, and Extending Most-Favored-Nation Status to Cambodia and Bulgaria, 10 a.m., 1100 Longworth. Permanent Select Committee on Intelligence, executive, to mark up the Budget Authorization for fiscal year 1996, 9 a.m., H–405 Capitol."
314,CREC-2014-02-26-pt1-PgD181-2,1,"Frm 00009 Fmt 0627 Subcommittee on Health, markup on the following legislation: H.R. 3548, the ‘‘Improving Trauma Care Act of 2013’’; H.R. 1281, the ‘‘Newborn Screening Saves Lives Reauthorization Act of 2013’’; H.R. 1528, the ‘‘Veterinary Medicine Mobility Act of 2013’’; and H.R. 4080, the ‘‘Trauma Systems and Regionalization of Emergency Care Reauthorization Act’’, 4:30 p.m., 2123 Rayburn. Committee on Foreign Affairs, Full Committee, markup on H.R. 2548, the ‘‘Electrify African Act’’, 10 a.m., 2172 Rayburn. Committee on Homeland Security, Subcommittee on Cybersecurity, Infrastructure Protection, and Security Technologies, hearing on H.R. 4007, the ‘‘Chemical Facility Anti-Terrorism Standards Authorization and Accountability Act of 2014’’, 10 a.m., 311 Cannon. Committee on the Judiciary, Subcommittee on Crime, Terrorism, Homeland Security, and Investigations, hearing entitled ‘‘Bureau of Alcohol, Tobacco, Firearms and Explosives’ Use of Storefront Operations’’, 10 a.m., 2141 Rayburn. Committee on Natural Resources, Full Committee, markup on the following legislation: H.R. 1103, to amend the Alaska Native Claims Settlement Act to provide that Alexander Creek, Alaska, is and shall be recognized as an eligible Native village under that Act, and for other purposes; H.R. 1259, the ‘‘Coltsville National Historical Park Act’’; H.R. 2015, the ‘‘Las Vegas Valley Public Land and Tule Springs Fossil Beds National Monument Act of 2013’’; H.R. 3110, the ‘‘Huna Tlingit Traditional Gull Egg Use Act’’; and H.R. 3605, the ‘‘Sandia Pueblo Settlement Technical Amendment Act’’, 10 a.m., 1324 Longworth. Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs, hearing on the following legislation: H.R. 3105, the ‘‘Aquaculture Risk Reduction Act’’; H.R. 3280, the ‘‘Lacey Act Clarifying Amendments Act’’; H.R. 3324, the ‘‘Lacey Act Paperwork Reduction Act’’; and H.R. 4032, the ‘‘North Texas Invasive Species Barrier Act’’, 1:30 p.m., 1334 Longworth. Subcommittee on Energy and Mineral Resources, hearing entitled ‘‘Obama Administration Oversight: GAO Report—Interior Hiring and Retention Challenges’’, 2 p.m., 1324 Longworth. Committee on Oversight and Government Reform, Subcommittee on Economic Growth, Job Creation and Regulatory Affairs, hearing entitled ‘‘The Administration’s Proposed Restrictions on Political Speech: Doubling Down on IRS Targeting’’, 9:30 a.m., 2247 Rayburn. Subcommittee on National Security, hearing entitled ‘‘Afghanistan: Honoring the Heroes of Extortion 17’’, 10 a.m., 2154 Rayburn. Subcommittee on Energy Policy, Health Care, and Entitlements, hearing entitled ‘‘Examining the Endangered Species Act’’, 2 p.m., 2154 Rayburn. Committee on Science, Space, and Technology, Full Committee, hearing entitled ‘‘Mars Flyby 2021: The First Deep Space Mission for the Orion and Space Launch System?’’, 10 a.m., 2318 Rayburn. Committee on Transportation and Infrastructure, Subcommittee on Highways and Transit, hearing entitled Sfmt 0627"
315,CREC-2002-03-19-pt1-PgD258,1,"Frm 00008 Fmt 5627 shore of the Great Salt Lake, Utah; and S. 506, Huna Totem Corporation Land Exchange Act, 10 a.m., and to hold a hearing on the following bills: H.R. 2829, Sound Science for Endangered Species Act Planning Act of 2001; and H.R. 3705, Sound Science Saves Species Act of 2002, 2 p.m., 1324 Longworth. Committee on Science, to mark up the following bills: H.R. 2051, to provide for the establishment of regional plant genome and gene expression research and development centers; H.R. 3389, National Sea Grant College Program Act Amendments of 2002; and H.R. 3939, Energy Pipeline Research, Development, and Demonstration Act; followed by a hearing on The 2001 Presidential Awardees for Excellence in Mathematics and Science Teaching: Views from the Blackboard, 10 a.m., 2318 Rayburn. Committee on Small Business, hearing on Making the Office of Advocacy Independent, 10 a.m., 2360 Rayburn. Committee on Transportation and Infrastructure, to consider the following measures: H.R. 3983, Maritime Transportation Antiterrorism Act of 2002; H.R. 3930, Water Quality Financing Act of 2002; H. Con. Res. 347, authorizing the use of the Capitol Grounds for the National Peace Officers’ Memorial Service; H. Con. Res. 348, authorizing the use of the Capitol Grounds for the National Book Festival; H. Con. Res. 356, authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby; H. Con. Res. 354, authorizing the use of the Capitol Grounds for the District of Columbia Special Olympics Law Enforcement Torch Run; H.R. 2672, to designate the United States courthouse to be constructed at 8th Avenue and Mill Street in Eugene, Oregon as the ‘‘Wayne Lyman Morse United States Courthouse;’’ and H.R. 2911, to designate the Federal building located at 5100 Paint Branch Parkway in College Park, Maryland, as the ‘‘Harvey W. Wiley Federal Building.’’ 11 a.m., 2167 Rayburn. Subcommittee on Coast Guard and Maritime Transportation, to mark up H.R. 3983, Maritime Transportation and Antiterrorism Act of 2002, 10 a.m., 2253 Rayburn. Subcommittee on Highways and Transit, hearing on Ensuring the Integrity of the Highway Trust Fund, 2 p.m., 2167 Rayburn. Committee on Ways and Means, to mark up H.R. 3991, Taxpayer Protection and IRS Accountability Act of 2002, 10:30 a.m., 1100 Longworth. Permanent Select Committee on Intelligence, executive, hearing on National Foreign Intelligence Program Overview of Fiscal Year 2003, 2:30 p.m., H–405 Capitol."
316,CREC-2011-07-27-pt1-PgD855,1,"ending September 30, 2012. Consideration of the measure began on July 25th. Pages H5600–59 Agreed to: Dicks amendment that was debated on July 26th that strikes the proviso relating to funding limitations for carrying out certain subsections of the Endangered Species Act (by a recorded vote of 224 ayes to 202 noes, Roll No. 652); Page H5601 Reed amendment (No. 44 printed in the Congressional Record of July 25, 2011) that was debated on July 26th that increases funding, by offset, for State and Private Forestry by $8,291,000 (by a recorded vote of 237 ayes to 189 noes, Roll No. 656); Pages H5603–04 Scalise amendment, as modified, that was debated on July 26th that reduces funding for the Office of the Secretary, Departmental Operations by $420,000 (by a recorded vote of 215 ayes to 213 noes, Roll No. 657); Pages H5604–05 LaTourette en bloc amendment that increases funding, by offset, for Environmental Programs and Management by $13 million and increases funding for the Great Lakes Initiative by $50 million (by a recorded vote of 220 ayes to 206 noes, Roll No. 660); and Pages H5622–25, H5633–34 Pompeo amendment (No. 39 printed in the Congressional Record of July 25, 2011) that reduces funding for Environmental Programs and Management by $6,246,000 and applies the savings to the spending reduction account (by a recorded vote of 235 ayes to 191 noes, Roll No. 661). Pages H5629–31, H5634 Rejected: Clarke (MI) amendment that was debated on July 26th that sought to increase funding, by offset, for Environmental Programs and Management by $10 million (by a recorded vote of 173 ayes to 251 noes, Roll No. 651); Pages H5600–01"
317,CREC-1996-03-19-pt1-PgD230,1,"House Committee on Appropriations, Subcommittee on Agriculture, Rural Development, FDA, and Related Agencies, on Research, Education and Economics, 1 p.m., 2362A Rayburn. Subcommittee on Interior, on Geological Survey, 10 a.m, and on National Park Service, 1:30 p.m., B–308 Rayburn. Subcommittee on National Security, on fiscal year 1997 Navy/Marine Corps Posture, 10 a.m., 2212 Rayburn and Navy/Marine Corps Acquisition Programs, 1:30 p.m., H–140 Capitol. Subcommittee on Transportation, on Federal Highway Administration, 10 a.m., 2358 Rayburn. Subcommittee on Veterans’ Affairs, HUD and Independent Agencies, on NASA, 9 a.m., 2360 Rayburn. Committee on Banking and Financial Services, hearing on Recent Developments in Banking and Finance in the People’s Republic of China, Hong Kong, and Taiwan, 10 a.m., 2128 Rayburn. Committee on Commerce, to mark up H.R. 3070, Health Coverage Availability and Affordability Act of 1996, 10 a.m., 2123 Rayburn. Committee on National Security, hearing on security challenges posed by China, 9:30 a.m., 2118 Rayburn. Committee on Resources, Oversight hearing on Endangered Species Act of 1973, 11 a.m., 1324 Longworth. Subcommittee on National Parks, Forests and Lands, oversight hearing on Historic Preservation and hearing on the following: H.R. 563, to amend the National Historic Preservation Act to prohibit the inclusion of certain sites on the National Register of Historic Places; H.R. 1179, Historical Black Colleges and University Historic Building Restoration and Preservation Act; and H.R. 3031, to amend the act of October 15, 1966 (80 Stat. 915), as amended, establishing a program for the preservation of additional historic property throughout the Nation, 9 a.m., 1334 Longworth. Committee on Standards of Official Conduct, executive, to consider pending business, 2:30 p.m., HT–2M Capitol. Committee on Transportation and Infrastructure, hearing to determine the impact of the Administration’s Budget on the highway and aviation trust funds, 1:45 p.m., 2167 Rayburn. Subcommittee on Aviation, to continue hearings on the airport improvement program, with emphasis on FAA views and miscellaneous issues, 9:15 a.m., 2167 Rayburn. Subcommittee on Public Buildings and Economic Development, hearing on GSA Courthouse Construction Program, 8:30 a.m., 2253 Rayburn. Committee on Ways and Means, hearing on Replacing the Federal Income Tax, 10 a.m., 1100 Longworth. Permanent Select Committee on Intelligence, executive, hearing on Processing/Exploitation 2 p.m, H–405 Capitol."
