GOID,Date,Topic
408646038,2000-06-07,2
408652705,2000-07-04,8
408653960,2000-06-12,0
408659270,2000-07-03,7
408669593,2000-08-31,2
408670965,2000-07-25,6
409025075,2000-10-02,3
409030971,2000-08-09,1
409034329,2000-08-01,
409035867,2000-11-24,1
409044308,2000-11-01,1
409045786,2001-01-29,6
409050011,2000-12-16,4
409056874,2001-01-25,4
409060409,2001-01-14,4
409061694,2001-01-21,4
409063193,2001-01-20,7
409064951,2000-10-31,6
409068151,2000-12-01,1
409071275,2001-01-13,4
409071688,2001-02-04,3
409078491,2001-03-18,
409080266,2001-02-16,7
409082617,2001-03-12,8
409085340,2001-04-08,3
409086183,2001-02-07,6
409089097,2000-09-14,2
409089625,2000-09-14,2
409090219,2001-01-31,7
409092882,2001-04-20,2
409094009,2001-03-24,7
409094411,2001-03-11,5
409096967,2001-01-19,7
409097432,2000-11-12,7
409099628,2000-12-08,
409099818,2001-05-09,9
409104458,2001-05-16,4
409105286,2001-04-25,7
409110275,2001-05-12,8
409110996,2001-06-26,0
409120080,2001-02-07,
409127710,2001-06-20,4
409130635,2001-06-04,6
409134396,2001-08-30,0
409136660,2001-04-15,4
409137650,2001-08-29,6
409138712,2001-08-09,7
409142417,2001-09-27,4
409146303,2001-04-12,1
409150210,2001-08-03,1
409154055,2001-08-01,8
409167872,2001-04-23,7
409172352,2001-05-18,6
409175459,2001-09-04,2
409176267,2001-07-14,5
409184233,2001-11-11,3
409191551,2001-11-05,0
409194542,2001-11-05,
409198643,2002-01-10,1
409205784,2002-01-07,3
409209756,2002-01-14,4
409210060,2001-08-24,4
409210897,2002-01-03,1
409210925,2001-08-24,
409216449,2002-02-17,3
409239580,2002-02-04,1
409248145,2002-02-11,0
409249534,2002-03-12,3
409272028,2002-05-04,5
409278267,2002-05-02,6
409284874,2002-06-25,4
409286993,2002-04-04,1
409298559,2002-02-21,
409299509,2002-06-19,2
409301278,2002-05-12,
409302765,2002-01-28,7
409308156,2002-02-10,1
409308544,2002-06-14,4
409311054,2002-02-17,
409311988,2002-01-22,1
409312470,2002-07-14,1
409315796,2002-04-30,1
409316090,2002-03-03,7
409322403,2002-03-13,9
409323055,2002-05-16,
409325528,2002-04-07,-1
409345592,2002-05-12,
409350916,2002-06-21,6
1002491212,2012-04-19,5
1008683381,2012-04-22,7
1008688665,2012-04-22,2
1009786921,2012-04-27,3
1011139999,2012-05-07,1
1011176864,2012-05-07,0
1017612170,2012-05-30,0
1018126851,2012-06-02,2
1019603553,2012-06-11,6
1019850664,2012-06-12,3
1020171950,2012-06-14,8
1022550321,2012-06-29,6
1023278043,2012-07-05,0
1023881337,2012-07-07,7
1026847091,2012-07-19,3
1027985392,2012-07-27,6
1030174207,2012-07-31,3
1033221378,2012-08-13,5
1033277508,2012-08-14,0
1034502749,2012-08-22,4
1039689217,2012-09-16,6
1039814970,2012-09-17,7
1080824885,2012-09-28,1
109846173,1998-08-02,3
1125143371,2012-11-02,0
1155489546,2012-11-17,3
1170213794,2012-11-19,3
1179156702,2012-11-22,
1220935782,2012-12-01,0
1221659108,2012-12-05,0
1222220128,2012-12-06,1
1228347850,2012-12-11,0
1239042350,2012-12-17,2
1240814207,2012-12-20,5
1242722001,2012-12-23,2
1242890621,2012-12-24,0
1265985987,2013-01-02,7
1266567807,2013-01-06,0
1268866407,2013-01-13,3
1269099082,2013-01-12,0
1271849834,2013-01-22,2
1281983885,2013-01-28,0
1283630126,2013-02-02,0
1284218652,2013-02-06,4
1285562743,2013-02-12,1
1314334406,2013-03-02,2
1314865959,2013-03-07,8
1315427515,2013-03-10,0
1315480300,2013-03-11,0
1316041077,2013-03-13,2
1317574126,2013-03-19,3
1317578949,2013-03-19,0
1321314847,2013-03-29,3
1323142326,2013-04-04,8
1348759929,2013-05-07,3
1355242568,2013-05-25,1
1356220710,2013-05-30,0
1365729414,2013-06-08,1
1365732834,2013-06-08,1
1366440690,2013-06-12,0
1366475499,2013-06-12,0
1366564253,2013-06-12,0
1366565330,2013-06-12,0
1372288193,2013-06-29,5
1372562800,2013-07-01,0
1398361010,2013-07-08,0
1413372640,2013-07-30,8
1416553604,2013-08-02,5
1419114267,2013-08-11,5
1429314948,2013-09-03,1
1435728647,2013-09-25,3
1437077583,2013-09-27,4
1440637301,2013-10-10,2
1443345087,2013-10-21,0
1443980946,2013-10-23,0
1445250374,2013-10-27,0
1445436463,2013-10-28,5
1448011475,2013-11-03,
1448960342,2013-11-07,7
1449261253,2013-11-08,0
1458706892,2013-11-16,4
1461063904,2013-11-24,3
1462473549,2013-11-30,2
1462943505,2013-12-03,5
1470860235,2013-12-26,0
1470860340,2013-12-26,0
1470860472,2013-12-26,0
1470860491,2013-12-26,0
1471267003,2013-12-30,8
1474046333,2014-01-05,3
1475030697,2014-01-08,0
1477329338,2014-01-15,3
1477920554,2014-01-17,1
1486917799,2014-01-19,
1493105127,2014-02-01,1
1493987217,2014-02-04,2
1494279571,2014-02-05,1
1496252179,2014-02-09,0
1497097035,2014-02-12,0
1497117656,2014-02-12,0
1497151990,2014-02-12,3
1497158801,2014-02-12,0
1498192482,2014-02-15,5
1498257691,2014-02-16,0
1500150308,2014-02-20,2
1500629188,2014-02-21,0
1501508294,2014-02-25,6
1502965682,2014-02-28,5
1507086146,2014-03-14,5
1507529441,2014-03-15,6
1508276660,2014-03-19,4
1508401508,2014-03-19,
1508902094,2014-03-21,0
1509178747,2014-03-22,0
1510351165,2014-03-27,0
1510676188,2014-03-28,6
1511417641,2014-03-30,4
1511741733,2014-04-02,5
1516654189,2014-04-17,5
1518213849,2014-04-23,1
1523124508,2014-05-12,1
1524065190,2014-05-14,1
1525756897,2014-05-19,1
1525799496,2014-05-18,4
1527880838,2014-05-24,5
1533543644,2014-06-07,7
1540651675,2014-06-27,3
1543145825,2014-07-06,7
1543194204,2014-07-06,
1551143469,2014-08-03,6
1552763999,2014-08-13,7
1556900807,2014-08-28,7
1564360314,2014-09-24,0
1564544538,2014-09-25,1
1616922222,2014-10-28,2
1616947153,2014-10-28,0
1623063354,2014-11-13,2
1625462179,2014-11-18,7
1634799437,2014-12-10,3
1637357526,2014-12-18,3
1638439251,2014-12-20,2
1638746681,2014-12-21,1
1640654434,2014-12-29,1
1640789210,2014-12-30,7
1640789406,2014-12-30,2
1643065680,2015-01-08,1
1644569526,2015-01-13,2
1647510084,2015-01-23,2
1649036694,2015-01-30,8
1649951256,2015-02-01,8
1650213562,2015-02-01,7
1654545507,2015-02-12,2
1655161067,2015-02-15,1
1655688965,2015-02-18,1
1658907107,2015-03-01,4
1661231339,2015-03-08,8
1674583679,2015-04-22,1
1674606946,2015-04-22,5
1679656324,2015-05-09,2
1680049074,2015-05-12,7
1682144516,2015-05-21,4
1683713736,2015-05-29,3
1684149749,2015-05-30,2
1684256250,2015-05-31,1
1686447677,2015-06-06,3
1686447850,2015-06-07,4
1687800437,2015-06-13,0
1692905208,2015-07-03,0
1695119147,2015-07-10,3
1695335759,2015-07-11,3
1695923212,2015-07-14,4
1696830920,2015-07-17,0
1696831107,2015-07-17,3
1697653372,2015-07-22,3
1698770647,2015-07-26,8
1698871201,2015-07-27,0
1699805154,2015-07-30,3
1699807684,2015-07-30,8
1700439333,2015-08-01,1
1700591779,2015-08-03,0
1702046558,2015-08-07,0
1713901033,2015-09-21,4
1714509359,2015-09-23,1
1714516757,2015-09-23,4
1714559810,2015-09-23,5
1716194600,2015-09-25,5
1716195491,2015-09-25,0
1716675395,2015-09-26,2
1718750308,2015-10-04,3
1719187098,2015-10-06,1
1722820238,2015-10-19,7
1727324104,2015-10-27,0
1727839065,2015-10-29,0
1728494438,2015-11-01,0
1729544420,1992-12-11,3
1732524870,2015-11-12,2
1732997678,2015-11-15,4
1733006432,2015-11-15,0
1734589566,2015-11-20,0
1738919910,2015-12-04,6
1748076885,2015-12-12,7
1748539512,2015-12-14,3
1750294513,2015-12-20,3
1750365560,2015-12-21,0
1750377105,2015-12-21,8
1750377123,2015-12-21,8
1750689247,2015-12-22,0
1750692089,2015-12-22,0
1751655243,2015-12-25,2
1752564238,2015-12-31,4
1754455870,2016-01-08,3
1754524910,2015-12-31,
1756386999,2016-01-14,2
1758100916,2016-01-20,1
1760773899,2016-01-28,6
1764826582,2016-02-13,0
1767043135,2016-02-22,2
1768090557,2016-02-26,1
1768770884,2016-03-01,2
1777881116,2016-04-04,3
1778573620,2016-04-06,2
1778956817,2016-04-07,0
1779609982,2016-04-09,0
1779705295,2016-04-10,
1779705718,2016-04-10,5
1779890993,2016-04-10,1
1783202942,2016-04-22,4
1784061784,2016-04-24,5
1784383744,2016-04-27,0
1785176652,2016-04-29,3
1785697843,2016-05-02,4
1785908870,2016-05-03,7
1786753788,2016-05-05,0
1787228472,2016-05-07,4
1789694818,2016-05-19,3
1793506596,2016-06-03,0
1794065682,2016-06-07,0
1794066393,2016-06-07,0
1794066706,2016-06-07,7
1795447039,2016-06-10,
1795735557,2016-06-12,4
1796113958,2016-06-14,0
1796113973,2016-06-14,6
1798603592,2016-06-22,5
1798635009,2016-06-22,0
1799136013,2016-06-24,7
1801312573,2016-07-03,0
1801385360,2016-07-04,0
1801385533,2016-07-04,5
1801792505,2016-07-06,5
1803001993,2016-07-12,0
1807205433,2016-07-28,7
1807671778,2016-07-30,0
1807732660,2016-07-31,0
1810244428,2016-08-10,8
1810708755,2016-08-12,0
1810711983,2016-08-12,5
1811044116,2016-08-13,0
1811146958,2016-08-14,
1811147389,2016-08-14,3
1813055627,2016-08-23,5
1814431478,2016-08-28,8
1816289101,2016-09-03,5
1816291443,2016-09-03,5
1816410294,2016-09-04,1
1816410297,2016-09-04,0
1817074949,2016-09-07,8
1818280041,2016-09-12,3
1820237065,2016-09-17,0
1822912691,2016-09-26,1
1824184241,2016-09-29,6
1824446786,2016-09-30,4
1827404358,2016-10-07,1
1828443498,2016-10-14,6
1829666385,2016-10-18,6
1831625632,2016-10-25,7
1837515770,2016-11-10,4
1837517725,2016-11-10,7
1838378059,2016-11-12,8
1838379981,2016-11-12,0
1838556042,2016-11-13,3
1845912645,2016-12-06,5
1847094173,2016-12-09,3
1847094768,2016-12-09,3
1847540688,2016-12-10,4
1847613166,2016-12-11,3
1847613169,2016-12-11,2
1847613170,2016-12-11,5
1848372585,2016-12-14,6
1849617333,2016-12-17,3
1849812435,2016-12-18,
1850025852,2016-12-19,7
1851720157,1993-08-09,5
1852410783,2016-12-25,3
1856751953,2017-01-10,7
1856767664,2017-01-10,7
1857147986,2017-01-11,4
1859386879,2017-01-18,7
1862477697,2017-01-29,4
1863069382,2017-01-29,0
1867124416,2017-02-11,6
1867454589,2017-02-13,4
1867807409,2017-02-14,0
1868525057,2017-02-16,1
1869658906,2017-02-19,3
1870182343,2017-02-21,5
1872112780,2017-02-27,2
1873231699,2017-03-02,7
1873255950,2017-03-02,8
1878355862,2017-03-18,0
1878508537,2017-03-19,1
1878508619,2017-03-19,8
1879453505,2017-03-22,1
1880281372,2017-03-24,5
1881052993,2017-03-27,0
1881945812,2017-03-30,2
1883087352,2017-04-03,1
1887285302,2017-04-14,4
1888397112,2017-04-16,1
1888847916,2017-04-18,4
1892560862,2017-04-28,0
1893115662,2017-04-30,4
1899665458,2017-05-18,4
1908622112,2017-06-13,3
1912441644,2017-06-23,0
1912464561,2017-06-23,0
1912892617,2017-06-24,1
1912893077,2017-06-24,5
1913224054,2017-06-26,4
1917810916,2017-07-12,8
1918777886,2017-07-14,3
1919849309,2017-07-19,0
1920217283,2017-07-20,
1920589018,2017-07-21,0
1920589339,2017-07-21,4
1926833603,2017-08-08,-1
1927956436,2017-08-12,3
1928598186,2017-08-15,2
1930218669,2017-08-20,0
1931914136,2017-08-25,2
1932522470,2017-08-27,3
1939172900,2017-09-16,4
1939404310,2017-09-17,
1943532911,2017-09-28,0
1947350696,2017-10-06,1
1950790084,2017-10-15,0
1953034927,2017-10-20,4
1955892157,2017-10-27,8
1956837075,2017-10-29,0
1960839180,2017-11-07,3
1960888920,2017-11-07,0
1964934273,2017-11-17,0
1964992333,2017-11-17,0
1964997074,2017-11-17,0
1965744488,2017-11-19,0
1965749326,2017-11-19,0
1965990902,2017-11-20,0
1966304132,2017-11-21,0
1968314660,2017-11-27,0
1972146075,2017-12-05,3
1977493419,2017-12-16,2
1978162257,2017-12-19,0
1979074269,2017-12-21,6
1980425245,2017-12-27,4
1983171674,2018-01-02,8
1984941884,2018-01-06,4
1986897141,2018-01-13,4
1987331968,2018-01-15,1
1989792153,2018-01-23,5
1989833318,2018-01-23,2
1991555701,2018-01-27,4
1993524942,2018-02-03,1
2000962124,2018-02-12,0
2011971320,2018-03-09,1
2011986910,2018-03-09,0
2015283316,1995-02-08,4
2021644571,2018-04-05,7
2028386335,2018-04-22,4
2030867869,1995-08-11,3
2031952447,2018-04-29,1
2032326629,2018-04-30,0
2032326642,2018-04-30,0
2039689424,2018-05-17,1
2043013010,2018-05-24,7
2049456174,2018-06-04,4
2052508008,2018-06-10,4
2069698968,2018-07-15,7
2070665791,2018-07-17,2
2071044454,2018-07-18,8
2071996085,2018-07-20,4
2071999411,2018-07-20,1
2072000002,2018-07-20,1
2072078970,2018-07-20,0
2072078973,2018-07-20,0
2073205974,2018-07-23,8
2073206072,2018-07-23,2
2073930752,2018-07-24,1
2077339726,2018-07-28,0
2077779361,2018-07-29,3
2084720152,2018-08-08,3
2094040625,2018-08-28,0
2098943249,2018-09-04,3
2099269044,2018-09-05,1
2100384103,1998-09-22,6
2100384262,1998-09-22,6
2100384742,1998-09-22,
2100798323,1998-01-05,3
2100798380,1998-01-05,
2100799846,1998-01-05,3
2109323128,2000-11-20,3
2109393836,2000-11-20,3
2109397158,2000-11-20,3
2109466788,2000-02-18,4
2109470127,2000-02-18,3
2109470906,2000-02-18,1
2109621229,1999-06-01,4
2109625163,1999-06-01,
2110019337,2000-09-12,3
2112012116,2018-09-26,1
2112013761,2018-09-26,1
2113041480,2018-09-28,7
2113218105,2018-09-28,0
2114092255,2018-09-30,0
2114551817,2018-10-01,2
2114562402,2018-10-01,6
2115088845,2018-10-02,1
2122965938,2018-10-20,5
2127537060,2018-11-01,4
2131503324,2018-11-10,4
2131641594,2018-11-11,
2136719502,2000-09-29,3
2136730410,2000-09-29,3
2137198175,2018-11-25,4
2138424732,2018-11-28,1
2138443063,2018-11-28,1
2138445898,2018-11-28,2
2138488169,2018-11-28,2
2138513802,2018-11-28,3
2141148676,2000-06-12,3
2147511668,2000-06-12,3
2150444502,2018-12-06,8
2151022623,2018-12-07,4
2153930552,2018-12-11,4
2156751636,2018-12-16,4
2158419272,2018-12-20,4
2159561481,2018-12-22,0
2159789566,2018-12-23,
2160282778,2018-12-26,1
2160679144,2018-12-27,4
2161334894,2018-12-30,4
2162931882,2019-01-04,4
2164938909,2019-01-09,3
2166634730,2019-01-14,0
2167602413,2019-01-17,1
2169130311,2019-01-22,4
2170129686,2019-01-24,-1
2170811658,2019-01-25,0
2171929830,2019-01-29,0
2174134462,2019-02-01,5
2175758069,2019-02-05,4
2175782056,2019-02-05,4
2177031262,2019-02-08,6
2177081594,2019-02-08,6
2177082144,2019-02-08,6
2177870109,2019-02-10,0
2178501500,2019-02-12,4
2182373452,2019-02-18,8
2187088521,2019-03-02,3
2187260469,2019-03-03,
2188518942,2019-03-07,5
2188530022,2019-03-07,1
2189892121,2019-03-12,8
2193424911,2019-03-16,1
2198903555,2019-03-29,4
2200115920,2019-03-31,7
2201477669,2019-04-02,0
2201504408,2019-04-02,3
2202988471,2019-04-05,6
2204106873,2019-04-07,0
2205173414,2019-04-09,
2207727380,2019-04-12,6
2214844636,2019-04-26,0
2214907100,2019-04-26,6
2216623242,2019-04-30,0
2220544038,2019-05-07,0
2221082589,2019-05-08,0
2221083211,2019-05-08,0
2223060794,2019-05-12,4
2241860699,2019-06-18,7
2246604835,2019-06-26,3
2254268567,2019-07-10,3
2256030856,2019-07-12,0
2257466370,2019-07-15,0
2259180341,2019-07-18,1
2263094075,2019-07-25,0
2263097776,2019-07-25,7
2268126559,2019-08-04,3
2268235582,2019-08-05,4
2272051812,2019-08-13,7
2272144547,2019-08-13,1
421111804,1997-04-25,1
421117129,1993-04-16,
421119503,1997-05-11,3
421121717,1996-12-15,5
421128928,1997-04-17,3
421131158,1997-05-25,1
421131882,1992-11-06,
421132803,1997-05-25,8
421138027,1997-05-22,3
421138099,1997-05-22,5
421141003,1997-05-22,5
421146024,1997-05-18,5
421146296,1997-07-10,8
421150458,1997-03-20,8
421152876,1997-01-30,5
421153861,1997-02-25,5
421156330,1997-04-08,
421157152,1997-08-12,3
421166247,1997-02-24,3
421169411,1997-09-14,6
421171125,1997-09-13,6
421171156,1997-04-06,3
421171374,1997-04-06,4
421184981,1997-04-25,
421185292,1997-09-11,3
421185573,1997-03-19,1
421189769,1997-07-06,0
421191115,1997-11-19,2
421193400,1997-03-14,5
421194024,1997-01-02,7
421195936,1998-01-27,2
421196926,1997-05-23,2
421199392,1997-07-18,1
421199805,1997-05-06,7
421201391,1997-09-13,
421204020,1997-08-21,2
421210100,1997-01-01,6
421213391,1997-08-12,1
421215483,1997-01-30,
421221739,1998-01-28,2
421226472,1998-02-27,5
421226627,1997-10-24,
421235526,1995-11-04,
421240879,1997-12-13,7
421245836,1998-03-13,5
421248549,1998-05-12,1
421249508,1998-05-12,3
421250669,1998-04-19,6
421251093,1997-05-14,5
421252649,1997-10-11,0
421252934,1997-04-06,0
421253687,1998-02-26,3
421256090,1998-04-04,3
421257078,1997-04-26,5
421262927,1998-05-21,8
421266386,1998-07-20,1
421267587,1998-02-18,
421269273,1997-01-31,2
421269675,1998-02-15,0
421273805,1998-06-16,6
421278224,1997-02-09,2
421282447,1998-09-20,5
421282796,1998-05-19,6
421282930,1998-06-26,2
421283800,1998-06-27,5
421284191,1998-09-20,6
421284632,1998-06-25,1
421291521,1998-08-31,3
421294306,1997-12-18,1
421296115,1998-09-09,1
421297711,1998-06-15,8
421299370,1998-05-11,0
421302045,1998-09-06,1
421304469,1998-07-30,6
421305990,1998-09-26,5
421306622,1998-09-01,5
421306904,1997-09-17,4
421314883,1998-11-02,0
421315535,1997-10-23,5
421316122,1998-10-19,0
421316404,1998-08-13,2
421316659,1997-04-20,3
421316722,1998-11-01,6
421317476,1998-11-22,5
421317690,1998-09-24,3
421318254,1998-08-12,5
421319210,1997-09-12,5
421322708,1998-12-17,5
421323946,1998-09-01,
421332368,1998-06-23,2
421332431,1998-07-27,3
421332495,1997-07-13,6
421334688,1999-01-08,5
421334965,1998-11-22,1
421335490,1997-11-02,1
421338685,1999-02-06,5
421339721,1998-01-22,1
421339748,1999-02-11,7
421341089,1999-02-06,
421341218,1998-11-11,3
421345839,1998-12-16,7
421347484,1998-11-02,
421347827,1998-10-04,3
421347873,1998-11-08,6
421348584,1999-02-02,3
421352707,1997-08-12,
421356327,1999-01-10,1
421357798,1999-04-15,1
421358283,1999-03-29,1
421361373,1998-12-11,5
421363037,1997-09-12,
421363202,1999-04-13,5
421363336,1998-12-12,0
421366470,1999-02-11,2
421367086,1998-02-15,3
421367512,1999-03-01,0
421370111,1999-04-15,
421373087,1999-02-07,0
421373833,1999-04-24,0
421377939,1999-06-18,0
421378880,1999-04-03,0
421379890,1999-04-23,3
421380780,1999-07-23,3
421384038,1999-02-27,3
421384829,1998-04-02,0
421386587,1999-06-11,3
421386642,1999-04-21,5
421387214,1999-01-19,5
421391405,1998-05-06,7
421392115,1998-01-19,0
421392692,1998-03-14,5
421392898,1999-07-18,3
421394009,1998-04-27,4
421396848,1999-08-20,0
421398699,1998-04-29,2
421400466,1999-08-18,3
421401546,1999-05-17,0
421402176,1998-06-28,5
421407612,1998-06-26,5
421409367,1998-05-26,3
421413197,1998-07-20,
421413935,1998-07-19,0
421418772,1999-08-19,3
421418795,1999-09-12,3
421419910,1999-08-07,5
421419972,1999-03-14,3
421427004,1999-08-27,4
421427943,1999-10-12,3
421428260,1998-06-07,3
421428666,1999-12-26,3
421433083,1999-07-03,0
421435501,1999-09-26,8
421436166,1998-05-11,3
421437498,1998-02-05,2
421440540,1998-08-09,3
421441846,1998-09-10,3
421444983,1999-12-17,5
421445782,1998-12-06,3
421446287,1998-08-29,1
421447253,1998-12-05,3
421450625,1998-12-11,5
421453337,1999-02-11,3
421453991,1998-10-20,6
421454938,2000-01-30,3
421455698,1999-11-05,7
421459572,2000-01-22,2
421466210,1998-12-25,8
421467172,2000-01-30,0
421469471,1998-11-09,1
421469645,2000-03-10,0
421470906,2000-03-27,3
421472896,1998-11-08,0
421476020,2000-03-27,
421476940,1998-12-17,1
421477100,1999-02-11,
421478396,1998-10-29,4
421479015,1998-12-15,7
421479391,1998-11-08,
421479713,1999-04-15,2
421480217,1999-10-03,7
421483767,1998-07-29,5
421485136,1998-08-02,8
421485379,2000-04-10,0
421487275,1998-12-06,
421488031,1999-03-12,0
421490964,1999-01-28,3
421491678,2000-02-04,1
421493004,2000-02-26,3
421493090,2000-02-04,3
421493497,2000-06-11,1
421493718,2000-02-17,5
421493743,2000-03-26,7
421493784,1998-12-16,2
421493823,1998-12-20,0
421495459,2000-01-09,3
421495810,2000-06-30,2
421497189,1999-01-16,5
421499672,2000-02-15,5
421499793,2000-06-21,5
421500499,2000-05-16,8
421504796,1999-03-30,1
421510146,2000-07-08,3
421510962,2000-06-22,1
421513984,1999-02-28,3
421514225,2000-06-25,3
421517209,2000-06-29,3
421518300,2000-06-22,2
421518365,1999-02-09,5
421519483,2000-07-01,3
421519583,2000-07-27,2
421521577,1999-09-23,2
421523923,1999-03-22,0
421523984,1999-03-22,0
421526453,2000-08-13,1
421527661,1999-04-24,
421532588,1999-05-07,0
421533218,1999-04-03,8
421533821,2000-10-22,5
421535302,2000-08-29,5
421536330,2000-10-19,6
421539273,2000-05-05,4
421540767,1999-09-13,0
421541126,1999-04-20,8
421541621,1999-03-16,3
421541819,2000-09-09,1
421542735,2000-08-26,5
421544402,1999-06-06,7
421546494,1999-02-20,3
421547034,2000-09-02,1
421550696,1999-08-04,5
421550739,1999-06-02,0
421552630,2000-12-30,8
421553927,2000-06-08,3
421554134,2000-09-25,4
421556679,2000-10-02,8
421558311,2000-06-06,3
421558422,1999-03-21,0
421559548,2000-09-23,5
421561616,2001-01-23,3
421565335,1999-07-30,7
421566713,2000-12-19,4
421567688,2000-07-12,5
421570989,2000-10-12,1
421572995,2000-09-16,5
421574578,2001-01-25,7
421576996,2000-11-05,8
421578448,2001-01-20,6
421578565,1999-08-07,1
421580244,2000-12-15,5
421582541,2000-09-26,1
421582992,2001-03-20,3
421584819,1999-10-03,3
421588199,2000-11-12,7
421593254,2001-01-13,8
421595093,2001-03-22,1
421598284,2000-10-24,3
421600037,2001-01-25,6
421600947,2000-02-25,
421602515,2001-04-22,3
421604154,2001-06-21,2
421604496,2001-04-20,5
421604959,2001-06-01,1
421605861,2001-06-01,0
421606538,2000-03-10,1
421606692,2001-05-27,0
421608437,2001-05-27,3
421610683,2001-05-24,2
421612191,2001-03-07,3
421613380,2000-01-15,2
421613457,2000-01-30,4
421614867,2000-03-10,5
421616040,2000-03-20,3
421619278,2001-01-14,4
421619461,2001-04-10,3
421620735,2000-04-13,1
421620747,2001-08-31,8
421620894,2001-08-31,
421621033,2001-04-22,1
421621456,2001-03-01,2
421621774,2001-07-26,5
421621878,2000-02-05,3
421622037,2001-08-30,0
421622430,2001-03-02,5
421623751,2001-08-29,0
421624264,2001-06-16,3
421624287,2001-05-16,3
421624531,2001-07-25,5
421624995,2001-05-09,3
421625195,2000-03-05,0
421627118,2001-08-30,1
421633085,2001-07-14,1
421633559,2001-08-23,1
421634522,2001-06-08,1
421635675,2001-04-12,1
421636413,2001-07-12,3
421636610,2001-08-31,5
421637203,2001-04-11,0
421639102,2001-07-06,5
421639981,2001-02-03,7
421640993,2001-07-08,3
421641491,2001-06-23,0
421642134,2001-04-10,0
421645415,2000-07-04,8
421645953,2001-08-23,4
421647020,2000-07-02,3
421649292,2000-03-25,2
421650369,2001-10-10,2
421651880,2001-08-31,
421652070,2001-10-11,0
421652677,2000-05-08,5
421653245,2001-09-07,3
421655535,2001-07-15,3
421656296,2001-11-09,2
421656731,2001-09-16,5
421657019,2001-10-07,0
421658563,2000-05-14,1
421659376,2001-06-08,5
421661828,2001-08-24,5
421664562,2000-05-14,1
421665126,2001-10-31,2
421665729,2001-12-06,3
421666005,2001-12-06,
421666117,2001-12-30,
421667401,2000-10-22,3
421672129,2001-12-03,2
421675255,2000-06-28,8
421676465,2002-01-16,1
421677015,2001-11-07,5
421679508,2001-11-16,5
421679881,2001-11-16,2
421684448,2000-08-20,0
421685760,2001-09-27,4
421688106,2002-03-08,1
421688218,2002-03-08,
421689824,2000-07-16,1
421690268,2002-02-16,1
421690768,2002-02-20,5
421692703,2000-09-14,3
421697624,2002-03-21,5
421699133,2002-05-12,0
421699156,2002-04-25,5
421699679,2002-01-15,1
421699876,2000-11-12,
421700993,2000-12-22,5
421701478,2002-05-29,3
421702196,2001-12-27,2
421702415,2001-12-27,1
421705706,2002-01-29,1
421706332,2002-04-19,5
421706964,2000-09-18,1
421707065,2002-06-26,7
421707202,2000-09-15,3
421708043,2002-05-26,0
421710030,2000-10-13,5
421711656,2002-05-17,5
421712174,2000-11-07,5
421712914,2002-05-30,5
421713974,2002-03-28,1
421714857,2000-09-02,0
421714891,2002-06-16,3
421716584,2002-04-06,5
421717540,2002-05-29,5
421717684,2002-03-14,5
421719154,2002-06-14,5
421720360,2000-10-01,0
421721236,2000-09-26,5
421721380,2001-02-21,1
421722268,2002-09-25,1
421725305,2001-01-19,8
421726447,2000-11-22,1
421727973,2002-08-20,3
421728156,2002-09-21,5
421730069,2001-01-10,4
421733110,2000-09-18,
421733124,2000-10-31,3
421734006,2000-12-15,1
421736087,2000-12-06,4
421737525,2002-07-04,1
421737632,2002-11-14,3
421738699,2002-10-16,1
421740223,2000-12-16,5
421741032,2000-11-05,3
421743731,2001-01-25,
421744180,2000-10-27,0
421744717,2002-09-07,1
421745885,2002-08-11,3
421745970,2002-12-08,0
421746041,2002-09-19,2
421748102,2000-12-31,3
421748398,2002-09-27,1
421752064,2003-01-04,5
421752335,2002-12-02,3
421756714,2001-05-17,5
421758883,2002-11-07,7
421759159,2002-05-02,3
421763416,2000-11-24,1
421763932,2001-07-23,5
421764246,2002-12-28,3
421765326,2001-06-29,1
421765627,2002-11-15,5
421767756,2001-07-19,3
421767768,2001-02-18,1
421768234,2002-11-13,1
421768723,2003-01-05,3
421769263,2001-01-15,8
421769891,2001-04-24,7
421770500,2003-01-30,7
421772033,2003-04-30,5
421773866,2001-07-16,5
421774595,2001-05-30,5
421775183,2001-03-21,2
421775629,2001-03-21,
421776526,2001-01-11,0
421776654,2003-04-19,1
421777360,2003-03-19,1
421777840,2002-11-19,0
421779166,2001-04-05,5
421779587,2003-01-25,5
421780368,2001-05-25,3
421781715,2002-12-27,6
421781792,2002-11-27,4
421782918,2001-05-25,
421786365,2003-01-14,5
421787723,2003-01-09,7
421788431,2002-12-19,1
421789495,2003-02-11,5
421790223,2003-05-15,5
421790773,2001-06-15,3
421792141,2003-04-09,5
421792348,2001-04-10,
421792421,2001-04-10,7
421794520,2001-07-27,4
421794627,2001-11-24,2
421795692,2001-07-28,8
421797009,2003-07-11,0
421797852,2001-08-16,3
421798297,2003-04-05,3
421798524,2001-07-23,1
421799377,2001-08-31,2
421801666,2003-05-09,5
421802567,2001-07-23,8
421803241,2001-04-06,5
421803639,2003-09-24,5
421804867,2003-09-05,2
421805615,2003-07-02,4
421806636,2003-05-23,6
421807000,2001-04-05,
421809513,2001-08-12,8
421810598,2003-04-11,3
421811660,2003-05-09,
421811816,2003-06-01,0
421812236,2003-06-17,3
421812726,2001-05-08,3
421814163,2003-05-15,5
